camn,frame,timestamp,cam_received_timestamp,device_timestamp,block_id,x,y,area,slope,eccentricity,frame_pt_idx,cur_val,mean_val,sumsqf_val
6,8647,NaN,1746558295.867376,769181223339,8863,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
4,8647,NaN,1746558295.8681822,773427789387,8858,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
7,8648,NaN,1746558295.8706462,782908430256,8856,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
5,8648,NaN,1746558295.872835,789387595956,8853,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
6,8648,NaN,1746558295.877346,769191223626,8864,1098.2551,533.02216,41132.0,-0.005705841,1.3436842,0,5,32.8079,1197.0596
4,8648,NaN,1746558295.8781197,773437789674,8859,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
7,8649,NaN,1746558295.880665,782918430543,8857,127.25665,615.2765,56095.0,0.039571993,10.927645,0,0,37.596138,1637.6423
5,8649,NaN,1746558295.882678,789397596270,8854,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
6,8649,NaN,1746558295.8873973,769201223913,8865,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
4,8649,NaN,1746558295.8881772,773447789988,8860,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
7,8650,NaN,1746558295.8906279,782928430830,8858,128.46394,615.374,53720.0,0.034111116,8.990583,0,0,44.508427,2292.127
5,8650,NaN,1746558295.8925462,789407596557,8855,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
6,8650,NaN,1746558295.8973274,769211224200,8866,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
4,8650,NaN,1746558295.8979492,773457790275,8861,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
7,8651,NaN,1746558295.9006674,782938431117,8859,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
5,8651,NaN,1746558295.9026802,789417596871,8856,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
6,8651,NaN,1746558295.9074225,769221224514,8867,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
4,8651,NaN,1746558295.9081101,773467790562,8862,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
7,8652,NaN,1746558295.9106445,782948431431,8860,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
5,8652,NaN,1746558295.912719,789427597158,8857,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
6,8652,NaN,1746558295.9173312,769231224801,8868,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
4,8652,NaN,1746558295.9180975,773477790849,8863,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
7,8653,NaN,1746558295.920667,782958431718,8861,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
5,8653,NaN,1746558295.9226081,789437597445,8858,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
6,8653,NaN,1746558295.9273906,769241225088,8869,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
4,8653,NaN,1746558295.928145,773487791163,8864,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
7,8654,NaN,1746558295.930644,782968432005,8862,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
5,8654,NaN,1746558295.9326859,789447597732,8859,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
6,8654,NaN,1746558295.937332,769251225402,8870,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
4,8654,NaN,1746558295.9380946,773497791450,8865,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
7,8655,NaN,1746558295.9406602,782978432292,8863,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
5,8655,NaN,1746558295.9426327,789457598046,8860,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
6,8655,NaN,1746558295.9474115,769261225689,8871,1098.253,533.0276,41170.0,-0.0077243545,1.3400486,0,5,36.650974,1501.349
4,8655,NaN,1746558295.948184,773507791737,8866,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
7,8656,NaN,1746558295.9506724,782988432606,8864,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
5,8656,NaN,1746558295.9527068,789467598333,8861,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
6,8656,NaN,1746558295.9573944,769271225976,8872,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
4,8656,NaN,1746558295.9581134,773517792024,8867,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
7,8657,NaN,1746558295.9606655,782998432893,8865,127.25381,615.28125,56039.0,0.039398465,10.956846,0,0,37.596138,1637.6423
5,8657,NaN,1746558295.9625778,789477598620,8862,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
6,8657,NaN,1746558295.9674065,769281226263,8873,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
4,8657,NaN,1746558295.9680352,773527792338,8868,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
7,8658,NaN,1746558295.9706442,783008433207,8866,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
5,8658,NaN,1746558295.9726462,789487598907,8863,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
6,8658,NaN,1746558295.977328,769291226577,8874,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
4,8658,NaN,1746558295.9780788,773537792625,8869,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
7,8659,NaN,1746558295.9806652,783018433494,8867,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
5,8659,NaN,1746558295.9825094,789497599194,8864,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
6,8659,NaN,1746558295.9874501,769301226864,8875,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
4,8659,NaN,1746558295.9879966,773547792912,8870,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
7,8660,NaN,1746558295.9906623,783028433781,8868,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
5,8660,NaN,1746558295.9926047,789507599508,8865,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
6,8660,NaN,1746558295.997335,769311227151,8876,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
4,8660,NaN,1746558295.9981642,773557793226,8871,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
7,8661,NaN,1746558296.000661,783038434068,8869,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
5,8661,NaN,1746558296.0026445,789517599795,8866,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
6,8661,NaN,1746558296.0074284,769321227438,8877,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
4,8661,NaN,1746558296.0081527,773567793513,8872,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
